id,category,topic,question,answer,keywords,context,related_topics
eng_004,aspek_engineering,Biopori Portabel,Apa itu biopori portabel?,Biopori portabel adalah modifikasi biopori yang dapat dipindahkan menggunakan wadah seperti ember atau drum bekas. Biopori portabel cocok untuk area yang tidak memungkinkan pembuatan lubang permanen seperti di area beraspal atau lantai beton namun tetap membutuhkan sistem resapan air.,"portabel,mobile,ember,drum,fleksibel",variasi_biopori,"eng_002,eng_001"
eng_005,aspek_engineering,Desain Biopori,Bagaimana mendesain biopori yang efektif?,Desain biopori yang efektif mempertimbangkan ukuran lubang yang sesuai dengan kondisi tanah penempatan yang strategis di area yang sering tergenang penggunaan bahan penguat seperti pipa PVC untuk mencegah longsor dan pemilihan sampah organik yang tepat untuk mengisi lubang.,"desain,efektif,perencanaan,optimasi",prinsip_desain,"eng_001,tech_006"
art_001,aspek_seni,Pertunjukan Seni,Apa saja unsur seni dalam Mapag Hujan?,Mapag Hujan hadir dalam berbagai ekspresi budaya masyarakat. Kegiatan ini sering disertai dengan pembuatan poster maupun spanduk bertema lingkungan yang menekankan pentingnya menjaga kebersihan sungai. Selain itu terdapat pula pertunjukan seni tradisional dan modern seperti musik tari dan drama yang dikemas dengan pesan moral tentang kelestarian lingkungan.,"seni tradisional,seni modern,musik,tari,drama,poster,spanduk,pertunjukan",seni_budaya,"intro_001,intro_005"
art_002,aspek_seni,Poster Lingkungan,Bagaimana membuat poster bertema Mapag Hujan?,Poster bertema Mapag Hujan dapat dibuat dengan menampilkan pesan moral tentang pentingnya menjaga kebersihan sungai pelestarian lingkungan dan pengelolaan sampah. Gunakan gambar visual yang menarik seperti sungai bersih biopori atau kegiatan gotong royong dengan warna-warna yang mencerminkan alam dan kesegaran.,"poster,desain,visual,pesan lingkungan,kreativitas",karya_visual,"art_001,art_003"
art_003,aspek_seni,Seni Tradisional,Apa seni tradisional dalam Mapag Hujan?,Seni tradisional dalam Mapag Hujan di Subang mencakup pertunjukan musik tradisional Sunda tarian daerah dan drama yang mengangkat cerita tentang hubungan manusia dengan alam. Pertunjukan ini dikemas dengan pesan moral tentang rasa syukur dan kepedulian terhadap lingkungan.,"seni tradisional,musik sunda,tarian,drama,budaya lokal",ekspresi_budaya,"art_001,intro_005"
art_004,aspek_seni,Puisi Lingkungan,Bagaimana membuat puisi bertema kimia hijau?,Puisi bertema kimia hijau dapat dibuat dengan mengangkat tema pelestarian lingkungan pengelolaan sampah yang bijak keseimbangan alam dan harapan untuk bumi yang lebih bersih. Gunakan bahasa yang indah dan metafora yang menyentuh untuk menyampaikan pesan tentang pentingnya menjaga lingkungan.,"puisi,sastra,kreativitas,tema lingkungan",karya_sastra,"art_002,green_001"
art_005,aspek_seni,Gambar Ilustrasi,Apa yang bisa digambar tentang Mapag Hujan?,Gambar ilustrasi tentang Mapag Hujan dapat menampilkan kegiatan masyarakat membersihkan sungai pembuatan lubang biopori penanaman pohon atau pertunjukan seni tradisional. Gambar juga bisa menampilkan perbandingan sebelum dan sesudah kegiatan Mapag Hujan untuk menunjukkan dampak positifnya.,"gambar,ilustrasi,visual,storytelling",media_visual,"art_002,art_001"
math_001,aspek_matematika,Volume Genangan,Berapa penurunan volume genangan di Bandung?,Volume genangan banjir Kota Bandung mengalami penurunan signifikan dari lebih dari 99.000 m³ pada tahun 2015 menjadi 36.000 m³ pada tahun 2023. Persentase penurunan volume genangan = ((99.000 - 36.000) / 99.000) x 100% = 63,6%. Terjadi penurunan volume genangan air sebesar 63,6% dalam kurun waktu delapan tahun menunjukkan adanya dampak nyata dari program pengendalian banjir dan pembangunan infrastruktur hijau.,"volume genangan,penurunan volume,99000,36000,63.6%,analisis kuantitatif",analisis_kuantitatif,"math_002,tech_005"
math_002,aspek_matematika,Titik Banjir,Berapa penurunan titik banjir di Bandung?,Jumlah titik banjir menurun dari 21 titik pada tahun 2020 menjadi 7 titik pada tahun 2023. Penurunan jumlah titik banjir = ((21 - 7) / 21) x 100% = 66,7%. Terdapat penurunan titik banjir sebesar 66,7% dalam tiga tahun terakhir. Data ini menunjukkan efektivitas kolaborasi antara pemerintah dan masyarakat dalam menjaga kebersihan lingkungan serta meningkatkan kesadaran akan pentingnya sistem resapan air.,"titik banjir,penurunan titik banjir,21 titik,7 titik,66.7%",analisis_efektivitas,"math_001,math_003"
math_003,aspek_matematika,Rata-rata Kolam Retensi,Berapa rata-rata pembangunan kolam retensi per tahun?,Selama 2015-2024 (10 tahun) dibangun 13 kolam retensi. Rata-rata per tahun = 13 / 10 = 1,3 kolam/tahun. Setiap tahun rata-rata dibangun 1-2 kolam retensi untuk membantu menampung air hujan dan mencegah banjir.,"kolam retensi,rata-rata pembangunan,13 kolam,1.3 kolam per tahun",analisis_infrastruktur,"tech_005,math_001"
math_004,aspek_matematika,Perhitungan Persentase,Bagaimana menghitung persentase penurunan?,Persentase penurunan dihitung dengan rumus ((Nilai Awal - Nilai Akhir) / Nilai Awal) x 100%. Contoh untuk volume genangan: ((99.000 - 36.000) / 99.000) x 100% = 63,6%. Rumus ini berguna untuk menganalisis efektivitas program lingkungan.,"persentase,rumus,perhitungan,analisis",metode_perhitungan,"math_001,math_002"
math_005,aspek_matematika,Interpretasi Data,Apa makna penurunan volume genangan?,Penurunan volume genangan sebesar 63,6% menunjukkan kesadaran masyarakat dalam menjaga lingkungan semakin meningkat. Ini membuktikan bahwa kolaborasi antara pemerintah dan masyarakat melalui program seperti Mapag Hujan memberikan dampak nyata dalam mitigasi banjir dan pengelolaan lingkungan berkelanjutan.,"interpretasi,makna,kesadaran masyarakat,dampak",analisis_dampak,"math_001,value_001"
math_006,aspek_matematika,Tren Penurunan,Bagaimana tren penurunan banjir di Bandung?,Tren penurunan banjir di Bandung menunjukkan pola positif dengan penurunan volume genangan 63,6% dalam 8 tahun dan penurunan titik banjir 66,7% dalam 3 tahun. Tren ini mengindikasikan program pengendalian banjir berjalan efektif dan konsisten.,"tren,pola,konsistensi,efektivitas program",analisis_tren,"math_001,math_002"
math_007,aspek_matematika,Proyeksi Masa Depan,Bisakah banjir di Bandung dihilangkan?,Berdasarkan tren penurunan yang konsisten jika program mitigasi banjir terus dilanjutkan dengan partisipasi aktif masyarakat maka volume genangan dan titik banjir diharapkan dapat terus berkurang. Namun perlu upaya berkelanjutan karena faktor cuaca dan perubahan iklim juga berpengaruh.,"proyeksi,masa depan,keberlanjutan,harapan",prediksi_dampak,"math_006,value_003"
character_001,karakter,Identitas Robot,Siapa Aquano?,Halo! Aku Aquano robot virtual yang akan membantu menemanimu menjelajahi lebih dalam tentang tradisi Mapag Hujan. Kali ini aku mengenakan baju adat Sunda yaitu Pangsi dan Iket Sunda. Pangsi melambangkan kesederhanaan kerja keras dan jati diri orang Sunda. Warna hitamnya mencerminkan keteguhan serta kerendahan hati. Iket Sunda (ikat kepala) melambangkan kebijaksanaan kehormatan dan tanggung jawab dalam berpikir serta bertindak sebagai manusia yang berbudaya.,"aquano,robot virtual,pangsi,iket sunda,pakaian adat sunda",identitas_karakter,intro_001
character_002,karakter,Pangsi,Apa arti Pangsi?,Pangsi melambangkan kesederhanaan kerja keras dan jati diri orang Sunda. Warna hitamnya mencerminkan keteguhan serta kerendahan hati. Ini adalah pakaian tradisional yang dikenakan Aquano sebagai simbol nilai-nilai budaya Sunda.,"pangsi,pakaian adat,sunda,kesederhanaan,kerja keras",filosofi_pakaian,character_001
character_003,karakter,Iket Sunda,Apa arti Iket Sunda?,Iket Sunda (ikat kepala) melambangkan kebijaksanaan kehormatan dan tanggung jawab dalam berpikir serta bertindak sebagai manusia yang berbudaya. Ini adalah bagian penting dari pakaian adat Sunda yang dikenakan Aquano.,"iket sunda,ikat kepala,kebijaksanaan,kehormatan,tanggung jawab",filosofi_pakaian,character_001
character_004,karakter,Peran Aquano,Apa peran Aquano?,Aquano berperan sebagai pemandu virtual yang akan menemani siswa menjelajahi tradisi Mapag Hujan dari berbagai aspek mulai dari kimia hijau sains teknologi engineering seni hingga matematika. Aquano membantu menjelaskan konsep dengan cara yang mudah dipahami dan interaktif.,"peran,pemandu,guide,virtual assistant",fungsi_karakter,"character_001,greeting_001"
value_001,nilai_tradisi,Literasi Lingkungan,Apa nilai yang terkandung dalam Mapag Hujan?,Nilai-nilai yang terkandung dalam tradisi Mapag Hujan sejalan dengan literasi lingkungan yang menekankan pentingnya kesadaran pemahaman dan tindakan nyata dalam menjaga kelestarian alam dan keberlanjutan ekosistem. Tradisi ini mengajarkan kolaborasi antara spiritual sosial dan ilmiah dalam menjaga keharmonisan dengan alam.,"literasi lingkungan,kesadaran,kelestarian,keberlanjutan,ekosistem,nilai tradisi",nilai_filosofis,"intro_001,intro_003"
value_002,nilai_tradisi,Gotong Royong,Apa peran gotong royong dalam Mapag Hujan?,Gotong royong menjadi inti dari tradisi Mapag Hujan dimana masyarakat bersama-sama membersihkan sungai saluran air dan lingkungan sekitar. Kegiatan ini didukung berbagai pihak seperti pemerintah komunitas akademisi dan masyarakat yang bekerja sama untuk mitigasi banjir dan pelestarian lingkungan.,"gotong royong,kerja sama,kolaborasi,masyarakat,komunitas",nilai_sosial,"intro_001,intro_002"
value_003,nilai_tradisi,Spiritual dan Ilmiah,Bagaimana Mapag Hujan menggabungkan spiritual dan ilmiah?,Tradisi Mapag Hujan memadukan nilai spiritual melalui kegiatan doa dan pertunjukan seni dengan pendekatan ilmiah melalui penerapan teknologi seperti biopori trash boom dan kolam retensi. Ini menunjukkan keseimbangan antara kearifan lokal dan pengetahuan modern dalam menjaga lingkungan.,"spiritual,ilmiah,teknologi,kearifan lokal,pengetahuan modern",integrasi_nilai,"intro_001,tech_001"
value_004,nilai_tradisi,Rasa Syukur,Bagaimana Mapag Hujan mengajarkan rasa syukur?,Mapag Hujan mengajarkan rasa syukur kepada alam melalui kegiatan penanaman pohon penghijauan dan pertunjukan seni sebagai wujud apresiasi terhadap berkah air dan kesuburan tanah. Rasa syukur ini diwujudkan dalam tindakan nyata menjaga dan melestarikan lingkungan.,"rasa syukur,apresiasi,berkah alam,tindakan nyata",nilai_spiritual,"intro_005,value_001"
value_005,nilai_tradisi,Keberlanjutan,Mengapa Mapag Hujan harus dilestarikan?,Mapag Hujan harus dilestarikan karena mengajarkan nilai keberlanjutan yang penting untuk masa depan. Tradisi ini membantu mengurangi masalah lingkungan seperti banjir dan pencemaran sekaligus memperkuat kesadaran masyarakat tentang pentingnya menjaga alam untuk generasi mendatang.,"keberlanjutan,pelestarian,masa depan,generasi mendatang",nilai_keberlanjutan,"value_001,value_003"
value_006,nilai_tradisi,Kolaborasi Multi-pihak,Siapa saja yang berkolaborasi dalam Mapag Hujan?,Mapag Hujan melibatkan kolaborasi multi-pihak antara pemerintah daerah komunitas lingkungan akademisi dan masyarakat lokal. Setiap pihak memiliki peran penting: pemerintah menyediakan infrastruktur akademisi memberikan pengetahuan ilmiah komunitas menggerakkan aksi dan masyarakat sebagai pelaku utama.,"kolaborasi,multi-pihak,stakeholder,partnership",kerjasama_lintas_sektor,"value_002,context_002"
greeting_001,interaksi,Sapaan,Hai Aquano!,Hai! Aku Aquano robot virtual berbaju adat Sunda yang siap menemanimu belajar tentang tradisi Mapag Hujan! Sudah siap untuk eksplorasi hari ini? Yuk pilih topik yang ingin kamu bahas!,"hai,halo,hei,sapaan,greeting",interaksi_awal,character_001
greeting_002,interaksi,Kesiapan,Siap!,Wah semangat sekali! Yuk pilih kamu mau bahas apa dulu soal tradisi Mapag Hujan ini? Ada aspek sains teknologi seni matematika atau pengenalan tradisinya dulu?,"siap,ya,oke,mulai,lanjut",konfirmasi_siap,intro_001
greeting_003,interaksi,Perkenalan Kimia Hijau,Ceritakan tentang kimia hijau!,Sebelum bahas tradisi Mapag Hujan Aquano akan membahas terlebih dahulu mengenai kimia hijau atau green chemistry. Kimia hijau adalah pendekatan yang bertujuan menjaga lingkungan supaya tetap bersih dan aman dengan membuat semua proses dan produk kimia agar tidak menimbulkan limbah atau zat berbahaya. Ada 12 prinsip kimia hijau yang penting untuk dipelajari!,"kimia hijau,pengenalan,pengantar",intro_kimia_hijau,"green_001,green_003"
greeting_004,interaksi,Pemahaman,Sudah paham,Luar biasa! Sekarang mari ikuti Aquano untuk menjelajahi Tradisi Mapag Hujan dan menemukan bagaimana tradisi ini berhubungan dengan lingkungan serta prinsip kimia hijau. Siap untuk memulai kegiatan pertama?,"sudah,paham,mengerti,lanjut",transisi_materi,"greeting_002,flow_001"
greeting_005,interaksi,Belum Paham,Belum paham,Tidak apa-apa! Aquano senang menjelaskan lagi. Bagian mana yang ingin kamu tanyakan lebih lanjut? Kamu bisa bertanya tentang konsep kimia hijau prinsipnya atau contoh penerapannya. Silakan diskusikan di forum diskusi ya!,"belum paham,bingung,minta penjelasan",klarifikasi,"greeting_003,flow_002"
flow_001,alur_pembelajaran,Kegiatan 1 Masalah,Apa masalah yang dibahas di Kegiatan 1?,Kegiatan 1 membahas masalah lingkungan yaitu musim hujan yang sering menimbulkan banjir di berbagai wilayah. Salah satu penyebab utama adalah menumpuknya sampah di sungai selokan dan gorong-gorong sehingga aliran air menjadi tersumbat. Kesadaran warga sangat penting karena meski pemerintah membersihkan masalah banjir akan terus terjadi jika sampah tetap dibuang sembarangan.,"kegiatan 1,masalah,banjir,sampah,penyebab",tahap_identifikasi_masalah,"science_001,flow_002"
flow_002,alur_pembelajaran,Kegiatan 2 Solusi Tradisi,Apa yang dibahas di Kegiatan 2?,Kegiatan 2 membahas Tradisi Mapag Hujan sebagai solusi terhadap masalah lingkungan. Di Bandung difokuskan pada mitigasi banjir dengan meningkatkan daya resapan air dan mengelola sampah melalui gerakan Maraton Bebersih Walungan dan Susukan. Di Subang dilaksanakan dengan pertunjukan seni tradisional gotong royong dan penanaman pohon.,"kegiatan 2,tradisi,solusi,mapag hujan",tahap_solusi_tradisional,"intro_001,flow_003"
flow_003,alur_pembelajaran,Kegiatan 3 Sains,Apa yang dipelajari di Kegiatan 3?,Kegiatan 3 membahas aspek sains dari Mapag Hujan yaitu bagaimana keberadaan sampah di alam dan air hujan saling memengaruhi. Dipelajari tentang interaksi air hujan dengan lingkungan reaksi kimia yang terjadi dampak sampah terhadap kualitas air dan tanah serta pengaruhnya terhadap ekosistem.,"kegiatan 3,sains,aspek science,kimia lingkungan",tahap_sains,"science_001,flow_004"
flow_004,alur_pembelajaran,Kegiatan 4 Teknologi,Apa yang dipelajari di Kegiatan 4?,Kegiatan 4 membahas aspek teknologi yaitu penerapan teknologi untuk memecahkan masalah lingkungan. Fokus utamanya adalah pembuatan lubang resapan biopori sebagai teknologi ramah lingkungan untuk meningkatkan daya serap tanah mengurangi genangan dan mempercepat dekomposisi sampah organik menjadi kompos.,"kegiatan 4,teknologi,biopori,solusi teknologi",tahap_teknologi,"tech_001,flow_005"
flow_005,alur_pembelajaran,Kegiatan 5 Engineering,Apa yang dipelajari di Kegiatan 5?,Kegiatan 5 membahas aspek engineering yaitu cara merancang dan memodifikasi biopori menggunakan bahan yang ada di sekitar seperti ember bekas botol plastik atau kaleng. Siswa diminta membuat rancangan biopori versi sendiri dengan mempertimbangkan bahan ukuran dan penempatan yang tepat.,"kegiatan 5,engineering,rekayasa,rancangan biopori",tahap_engineering,"eng_001,flow_006"
flow_006,alur_pembelajaran,Kegiatan 6 Seni,Apa yang dipelajari di Kegiatan 6?,Kegiatan 6 membahas aspek seni dalam Mapag Hujan. Siswa diminta menciptakan karya seni seperti gambar poster atau puisi yang bertema menjaga lingkungan berdasarkan prinsip kimia hijau. Karya seni ini mengekspresikan pesan moral tentang pentingnya kelestarian lingkungan.,"kegiatan 6,seni,art,karya seni,kreativitas",tahap_seni,"art_001,flow_007"
flow_007,alur_pembelajaran,Kegiatan 7 Matematika,Apa yang dipelajari di Kegiatan 7?,Kegiatan 7 membahas aspek matematika untuk menganalisis efektivitas program Mapag Hujan melalui data kuantitatif. Dipelajari perhitungan persentase penurunan volume genangan dan titik banjir di Bandung serta interpretasi makna data tersebut terhadap kesadaran masyarakat dalam menjaga lingkungan.,"kegiatan 7,matematika,analisis data,efektivitas",tahap_matematika,"math_001,flow_008"
flow_008,alur_pembelajaran,Refleksi Akhir,Apa pertanyaan refleksi di akhir pembelajaran?,Pertanyaan refleksi akhir meminta siswa memaknai data penurunan banjir terhadap kesadaran masyarakat dan menilai apakah Tradisi Mapag Hujan dapat terus dilestarikan untuk membantu mengurangi masalah lingkungan di masa depan. Siswa diminta menjelaskan pendapat dengan alasan yang diyakini.,"refleksi,evaluasi,pendapat,kesimpulan",tahap_refleksi,"math_005,value_005"
context_001,konteks,Musim Hujan,Kapan Mapag Hujan dilaksanakan?,Mapag Hujan dilaksanakan menjelang atau saat musim hujan tiba biasanya sekitar bulan Oktober hingga November. Ini adalah periode persiapan masyarakat menyambut musim penghujan dengan berbagai kegiatan pembersihan dan mitigasi banjir.,"waktu pelaksanaan,musim hujan,oktober,november,kapan",waktu_tradisi,intro_001
context_002,konteks,Partisipan,Siapa saja yang terlibat dalam Mapag Hujan?,Mapag Hujan melibatkan berbagai pihak termasuk masyarakat lokal pemerintah daerah komunitas lingkungan akademisi dan berbagai organisasi. Semua pihak bekerja sama dalam kegiatan pembersihan penanaman pohon dan pembangunan infrastruktur mitigasi banjir.,"partisipan,peserta,masyarakat,pemerintah,komunitas",pelaku_tradisi,"intro_001,value_002"
context_003,konteks,Lokasi Pelaksanaan,Di mana Mapag Hujan dilaksanakan?,Mapag Hujan dilaksanakan di wilayah Jawa Barat khususnya di Kota Bandung dan Kabupaten Subang. Di Bandung fokus pada mitigasi banjir di sungai dan saluran air sementara di Subang lebih menekankan aspek budaya dan spiritual dengan pertunjukan seni tradisional.,"lokasi,tempat,bandung,subang,jawa barat",lokasi_pelaksanaan,"intro_004,intro_005"
context_004,konteks,Durasi Kegiatan,Berapa lama kegiatan Mapag Hujan?,Kegiatan Mapag Hujan berlangsung selama periode menjelang musim hujan biasanya beberapa hari hingga seminggu dengan berbagai rangkaian acara seperti pembersihan sungai penanaman pohon pertunjukan seni dan pembangunan infrastruktur seperti biopori. Namun nilai dan praktiknya diharapkan dilakukan sepanjang tahun.,"durasi,lama kegiatan,periode,waktu",durasi_pelaksanaan,"context_001,intro_001"
faq_001,faq,Manfaat Tradisi,Apa manfaat Mapag Hujan bagi masyarakat?,Mapag Hujan memberikan banyak manfaat termasuk mengurangi risiko banjir meningkatkan kualitas lingkungan melestarikan nilai budaya memperkuat solidaritas masyarakat dan meningkatkan kesadaran lingkungan. Data menunjukkan penurunan volume genangan sebesar 63,6% dan titik banjir sebesar 66,7% sejak program ini dijalankan.,"manfaat,keuntungan,dampak positif,hasil",manfaat_tradisi,"math_001,math_002,value_001"
faq_002,faq,Cara Berpartisipasi,Bagaimana cara ikut Mapag Hujan?,Masyarakat dapat berpartisipasi dalam Mapag Hujan dengan mengikuti kegiatan gotong royong membersihkan sungai dan saluran air membuat lubang biopori di rumah menanam pohon mengurangi sampah plastik dan mengikuti pertunjukan seni yang diselenggarakan. Biasanya pemerintah daerah mengumumkan jadwal kegiatan di setiap wilayah.,"partisipasi,cara ikut,bergabung,kontribusi",cara_berpartisipasi,"intro_002,value_002"
faq_003,faq,Perbedaan Wilayah,Apa perbedaan Mapag Hujan di Bandung dan Subang?,Di Bandung Mapag Hujan lebih fokus pada mitigasi banjir melalui teknologi seperti biopori trash boom dan kolam retensi dengan gerakan Maraton Bebersih Walungan dan Susukan. Di Subang tradisi Ruwat Jagat Mapag Hujan lebih menekankan pada pertunjukan seni tradisional dan penanaman pohon sebagai wujud syukur kepada alam.,"perbedaan,bandung vs subang,wilayah,karakteristik",perbandingan_wilayah,"intro_004,intro_005"
faq_004,faq,Hubungan Kimia Hijau,Bagaimana hubungan Mapag Hujan dengan kimia hijau?,Mapag Hujan menerapkan prinsip kimia hijau melalui pengelolaan sampah organik yang diubah menjadi kompos di biopori pengurangan limbah berbahaya ke sungai penggunaan bahan lokal untuk teknologi seperti trash boom dan pendekatan berkelanjutan dalam menjaga lingkungan tanpa mencemari alam.,"hubungan,kimia hijau,prinsip,penerapan",integrasi_konsep,"green_001,tech_001,value_003"
faq_005,faq,Biaya Pembuatan Biopori,Berapa biaya membuat biopori?,Biaya membuat biopori sangat terjangkau karena menggunakan bahan sederhana seperti pipa PVC (sekitar Rp 20.000-50.000 per meter) dan bor tanah yang bisa dipinjam atau dibeli sekitar Rp 100.000-300.000. Bahan isian berupa sampah organik gratis dari lingkungan sekitar. Total biaya per lubang sekitar Rp 30.000-100.000 saja.,"biaya,harga,terjangkau,ekonomis",aspek_ekonomi,"tech_001,tech_007"
faq_006,faq,Perawatan Biopori,Bagaimana merawat lubang biopori?,Perawatan biopori sangat mudah: 1) Tambahkan sampah organik secara berkala saat volume berkurang karena sudah terurai 2) Bersihkan permukaan lubang dari sampah anorganik 3) Periksa kondisi pipa PVC agar tidak pecah 4) Pastikan lubang tidak tersumbat dan air bisa meresap dengan baik. Perawatan cukup dilakukan 1-2 bulan sekali.,"perawatan,maintenance,pemeliharaan,tips",panduan_perawatan,"tech_001,tech_002"
faq_007,faq,Efektivitas Biopori,Seberapa efektif biopori mengurangi banjir?,Efektivitas biopori sangat tinggi jika diterapkan secara massal. Satu lubang biopori dapat menyerap hingga 3-6 liter air per detik tergantung jenis tanah. Jika di satu area terdapat banyak biopori maka kemampuan resapan air meningkat signifikan sehingga mengurangi genangan dan risiko banjir secara nyata.,"efektivitas,dampak,hasil,3-6 liter",evaluasi_dampak,"tech_002,math_005"
faq_008,faq,Jenis Sampah untuk Biopori,Sampah apa yang boleh dimasukkan ke biopori?,Sampah yang boleh dimasukkan ke biopori adalah sampah organik seperti daun kering sisa sayuran dan buah kulit telur serbuk kayu dan sampah dapur yang mudah terurai. Hindari sampah anorganik seperti plastik kaca logam atau bahan kimia berbahaya karena tidak bisa terurai dan dapat mencemari tanah.,"jenis sampah,sampah organik,sampah anorganik,larangan",panduan_penggunaan,"tech_001,tech_008"
discuss_001,diskusi,Masalah Musim Hujan,Masalah apa yang ditimbulkan musim hujan?,Masalah yang ditimbulkan musim hujan adalah banjir yang disebabkan oleh menumpuknya sampah di sungai selokan dan gorong-gorong sehingga aliran air tersumbat. Selain itu sampah dapat melarutkan senyawa kimia berbahaya yang mencemari lingkungan dan membahayakan kesehatan masyarakat.,"pertanyaan diskusi,masalah,identifikasi",diskusi_masalah,"flow_001,science_001"
discuss_002,diskusi,Hubungan Tradisi dan Masalah,Apa hubungan Mapag Hujan dengan masalah lingkungan?,Tradisi Mapag Hujan menjadi solusi untuk masalah lingkungan khususnya banjir dengan menggerakkan masyarakat secara gotong royong membersihkan sungai dan saluran air sebelum musim hujan. Tradisi ini meningkatkan kesadaran masyarakat tentang pentingnya menjaga kebersihan lingkungan dan mengelola sampah dengan baik.,"pertanyaan diskusi,hubungan,solusi",diskusi_solusi,"flow_002,value_001"
discuss_003,diskusi,Biopori dan Kimia Hijau,Apa hubungan biopori dengan prinsip kimia hijau?,Biopori sejalan dengan prinsip kimia hijau karena: 1) Mencegah pencemaran dengan mengubah sampah organik menjadi kompos alami 2) Menggunakan bahan aman dan ramah lingkungan 3) Efisien dalam mengelola sumber daya air dan sampah 4) Berkelanjutan dan dapat diterapkan jangka panjang tanpa merusak lingkungan.,"pertanyaan diskusi,hubungan konsep,prinsip",diskusi_prinsip,"tech_001,green_001,flow_004"
discuss_004,diskusi,Solusi Alternatif,Apa solusi lain berdasarkan kimia hijau untuk mengelola sampah?,Solusi lain berbasis kimia hijau: 1) Komposting rumah tangga untuk mengubah sampah organik menjadi pupuk 2) Pengomposan dengan metode takakura atau keranjang berlubang 3) Biogas dari sampah organik untuk energi 4) Bank sampah untuk mendaur ulang sampah anorganik 5) Ecobrick dari botol plastik dan sampah plastik 6) Mengurangi penggunaan plastik sekali pakai.,"pertanyaan diskusi,solusi alternatif,inovasi",diskusi_inovasi,"green_001,tech_001,flow_004"
discuss_005,diskusi,Makna Data Penurunan,Apa makna penurunan banjir terhadap kesadaran masyarakat?,Penurunan volume genangan 63,6% dan titik banjir 66,7% menunjukkan bahwa kesadaran dan partisipasi aktif masyarakat dalam menjaga kebersihan lingkungan sangat berpengaruh. Ini membuktikan bahwa perubahan perilaku kolektif melalui tradisi seperti Mapag Hujan dapat memberikan dampak nyata dalam mengatasi masalah lingkungan.,"pertanyaan diskusi,interpretasi,makna data",diskusi_interpretasi,"math_005,flow_007"
discuss_006,diskusi,Pelestarian Tradisi,Bisakah Mapag Hujan dilestarikan untuk masa depan?,Ya Mapag Hujan sangat penting dilestarikan karena: 1) Terbukti efektif mengurangi banjir berdasarkan data 2) Meningkatkan kesadaran lingkungan sejak dini 3) Memperkuat gotong royong dan solidaritas masyarakat 4) Memadukan kearifan lokal dengan pengetahuan modern 5) Mengajarkan nilai keberlanjutan untuk generasi mendatang. Tradisi ini harus terus didukung dan dikembangkan.,"pertanyaan diskusi,pelestarian,masa depan",diskusi_keberlanjutan,"value_005,flow_008"
problem_001,studi_kasus,Sungai Penuh Sampah,Apa yang terjadi jika sungai penuh sampah saat hujan?,Jika sungai penuh sampah saat hujan maka aliran air akan tersumbat menyebabkan permukaan air naik dan meluap ke pemukiman. Air hujan akan melarutkan senyawa kimia berbahaya dari sampah seperti logam berat dan mikroplastik yang kemudian mencemari tanah dan air tanah. Risiko banjir dan penyakit akan meningkat drastis.,"studi kasus,dampak,skenario",kasus_pencemaran,"science_001,science_002"
problem_002,studi_kasus,Tanpa Biopori,Apa yang terjadi jika tidak ada biopori?,Tanpa biopori air hujan tidak dapat meresap dengan baik ke dalam tanah sehingga terjadi genangan di permukiman. Run-off atau aliran permukaan akan meningkat membebani sistem drainase dan sungai sehingga risiko banjir meningkat. Selain itu sampah organik tidak terkelola dengan baik dan menumpuk menyebabkan pencemaran lingkungan.,"studi kasus,skenario,dampak",kasus_tanpa_solusi,"tech_002,science_013"
problem_003,studi_kasus,Implementasi Sukses,Bagaimana contoh implementasi biopori yang sukses?,Di beberapa perumahan di Bandung warga membuat biopori secara massal dengan jarak 1-3 meter. Hasilnya genangan air di area tersebut berkurang drastis dari yang sebelumnya tergenang 30-50 cm menjadi tidak tergenang sama sekali. Sampah organik juga berkurang dan kompos yang dihasilkan digunakan untuk kebun warga.,"studi kasus,sukses,best practice,hasil nyata",kasus_sukses,"tech_002,faq_007"
problem_004,studi_kasus,Kolaborasi Komunitas,Bagaimana komunitas berperan dalam Mapag Hujan?,Komunitas lingkungan seperti Ciliwung Institute dan komunitas peduli sungai aktif menggerakkan masyarakat untuk membersihkan sungai membuat biopori dan trash boom. Mereka memberikan pelatihan edukasi dan pendampingan sehingga masyarakat memiliki kapasitas untuk mengelola lingkungan sendiri secara berkelanjutan.,"studi kasus,komunitas,peran,kolaborasi",kasus_komunitas,"value_002,context_002"
problem_005,studi_kasus,Sekolah Hijau,Bagaimana sekolah menerapkan prinsip Mapag Hujan?,Beberapa sekolah di Bandung menerapkan program sekolah hijau dengan membuat biopori di halaman sekolah membentuk bank sampah dan mengintegrasikan edukasi lingkungan dalam pembelajaran. Siswa belajar langsung membuat biopori mengelola sampah organik dan memahami pentingnya menjaga lingkungan melalui praktik nyata.,"studi kasus,sekolah,pendidikan,implementasi",kasus_pendidikan,"eng_001,value_001"
reflection_001,refleksi,Pembelajaran Pribadi,Apa yang bisa saya lakukan untuk lingkungan?,Kamu bisa berkontribusi dengan: 1) Membuat biopori di rumah 2) Memilah sampah organik dan anorganik 3) Mengurangi penggunaan plastik sekali pakai 4) Ikut gotong royong membersihkan lingkungan 5) Menanam pohon 6) Mengedukasi keluarga dan teman tentang pentingnya menjaga lingkungan. Setiap tindakan kecil sangat berarti!,"refleksi,aksi pribadi,kontribusi,tindakan",refleksi_personal,"faq_002,value_005"
